Form ID	Editor ID	Perk1 EditorID	Perk1 ID	Perk2 EditorID	Perk2 ID	Perk3 EditorID	Perk3 ID	Required Item ID	Required Item Editor ID	Amount	Created Item Form ID	Created Item Editor ID
0024A0A0	workshop_co_Bar03Counter	CapCollector02	000D75E2	LocalLeader02	001D2468			0000000F	Caps001	1500	0024A08E	WorkshopBar03Counter
0024A0A0	workshop_co_Bar03Counter	CapCollector02	000D75E2	LocalLeader02	001D2468			0001FABD	c_Steel	3	0024A08E	WorkshopBar03Counter
0024A09F	workshop_co_Bar02Counter	LocalLeader02	001D2468					0001FAC2	c_Wood	5	0024A08D	WorkshopBar02Counter
0024A09F	workshop_co_Bar02Counter	LocalLeader02	001D2468					0000000F	Caps001	500	0024A08D	WorkshopBar02Counter
0024A09F	workshop_co_Bar02Counter	LocalLeader02	001D2468					0001FABD	c_Steel	3	0024A08D	WorkshopBar02Counter
0024A09E	workshop_co_Bar01Counter	LocalLeader02	001D2468					0001FAC2	c_Wood	5	0024A08C	WorkshopBar01Counter
0024A09E	workshop_co_Bar01Counter	LocalLeader02	001D2468					0000000F	Caps001	250	0024A08C	WorkshopBar01Counter
0024A09E	workshop_co_Bar01Counter	LocalLeader02	001D2468					0001FABD	c_Steel	3	0024A08C	WorkshopBar01Counter
0024A09D	workshop_co_StoreWeapon03Counter	CapCollector02	000D75E2	LocalLeader02	001D2468			0001FAC2	c_Wood	5	0024A085	WorkshopStoreWeapon03Counter
0024A09D	workshop_co_StoreWeapon03Counter	CapCollector02	000D75E2	LocalLeader02	001D2468			0000000F	Caps001	3000	0024A085	WorkshopStoreWeapon03Counter
0024A09D	workshop_co_StoreWeapon03Counter	CapCollector02	000D75E2	LocalLeader02	001D2468			0001FABD	c_Steel	3	0024A085	WorkshopStoreWeapon03Counter
0024A09C	workshop_co_StoreWeapon02Counter	LocalLeader02	001D2468					0001FAC2	c_Wood	5	0024A084	WorkshopStoreWeapon02Counter
0024A09C	workshop_co_StoreWeapon02Counter	LocalLeader02	001D2468					0000000F	Caps001	1000	0024A084	WorkshopStoreWeapon02Counter
0024A09C	workshop_co_StoreWeapon02Counter	LocalLeader02	001D2468					0001FABD	c_Steel	3	0024A084	WorkshopStoreWeapon02Counter
0024A09B	workshop_co_StoreWeapon01Counter	LocalLeader02	001D2468					0001FAC2	c_Wood	5	0024A083	WorkshopStoreWeapon01Counter
0024A09B	workshop_co_StoreWeapon01Counter	LocalLeader02	001D2468					0000000F	Caps001	500	0024A083	WorkshopStoreWeapon01Counter
0024A09B	workshop_co_StoreWeapon01Counter	LocalLeader02	001D2468					0001FABD	c_Steel	3	0024A083	WorkshopStoreWeapon01Counter
0024A09A	workshop_co_StoreMisc03Counter	CapCollector02	000D75E2	LocalLeader02	001D2468			0001FAC2	c_Wood	5	0024A07F	WorkshopStoreMisc03Counter
0024A09A	workshop_co_StoreMisc03Counter	CapCollector02	000D75E2	LocalLeader02	001D2468			0000000F	Caps001	1500	0024A07F	WorkshopStoreMisc03Counter
0024A09A	workshop_co_StoreMisc03Counter	CapCollector02	000D75E2	LocalLeader02	001D2468			0001FABD	c_Steel	3	0024A07F	WorkshopStoreMisc03Counter
0024A099	workshop_co_StoreMisc02Counter	LocalLeader02	001D2468					0001FAC2	c_Wood	5	0024A07D	WorkshopStoreMisc02Counter
0024A099	workshop_co_StoreMisc02Counter	LocalLeader02	001D2468					0000000F	Caps001	600	0024A07D	WorkshopStoreMisc02Counter
0024A099	workshop_co_StoreMisc02Counter	LocalLeader02	001D2468					0001FABD	c_Steel	3	0024A07D	WorkshopStoreMisc02Counter
0024A098	workshop_co_StoreMisc01Counter	LocalLeader02	001D2468					0001FAC2	c_Wood	5	0024A07E	WorkshopStoreMisc01Counter
0024A098	workshop_co_StoreMisc01Counter	LocalLeader02	001D2468					0000000F	Caps001	300	0024A07E	WorkshopStoreMisc01Counter
0024A098	workshop_co_StoreMisc01Counter	LocalLeader02	001D2468					0001FABD	c_Steel	3	0024A07E	WorkshopStoreMisc01Counter
0024A097	workshop_co_StoreClothing03Counter	CapCollector02	000D75E2	LocalLeader02	001D2468			0001FAC2	c_Wood	5	0024A082	WorkshopStoreClothing03Counter
0024A097	workshop_co_StoreClothing03Counter	CapCollector02	000D75E2	LocalLeader02	001D2468			0000000F	Caps001	1000	0024A082	WorkshopStoreClothing03Counter
0024A097	workshop_co_StoreClothing03Counter	CapCollector02	000D75E2	LocalLeader02	001D2468			0001FABD	c_Steel	3	0024A082	WorkshopStoreClothing03Counter
0024A096	workshop_co_StoreClothing02Counter	LocalLeader02	001D2468					0001FAC2	c_Wood	5	0024A081	WorkshopStoreClothing02Counter
0024A096	workshop_co_StoreClothing02Counter	LocalLeader02	001D2468					0000000F	Caps001	400	0024A081	WorkshopStoreClothing02Counter
0024A096	workshop_co_StoreClothing02Counter	LocalLeader02	001D2468					0001FABD	c_Steel	3	0024A081	WorkshopStoreClothing02Counter
0024A095	workshop_co_StoreClothing01Counter	LocalLeader02	001D2468					0001FAC2	c_Wood	5	0024A080	WorkshopStoreClothing01Counter
0024A095	workshop_co_StoreClothing01Counter	LocalLeader02	001D2468					0000000F	Caps001	200	0024A080	WorkshopStoreClothing01Counter
0024A095	workshop_co_StoreClothing01Counter	LocalLeader02	001D2468					0001FABD	c_Steel	3	0024A080	WorkshopStoreClothing01Counter
0024A094	workshop_co_StoreClinic03Counter	LocalLeader02	001D2468	Medic01	0004C926			0001FAC2	c_Wood	5	0024A08B	WorkshopStoreClinic03Counter
0024A094	workshop_co_StoreClinic03Counter	LocalLeader02	001D2468	Medic01	0004C926			0000000F	Caps001	1800	0024A08B	WorkshopStoreClinic03Counter
0024A094	workshop_co_StoreClinic03Counter	LocalLeader02	001D2468	Medic01	0004C926			0001FABD	c_Steel	3	0024A08B	WorkshopStoreClinic03Counter
0024A093	workshop_co_StoreClinic02Counter	LocalLeader02	001D2468	Medic01	0004C926			0001FAC2	c_Wood	5	0024A08A	WorkshopStoreClinic02Counter
0024A093	workshop_co_StoreClinic02Counter	LocalLeader02	001D2468	Medic01	0004C926			0000000F	Caps001	1200	0024A08A	WorkshopStoreClinic02Counter
0024A093	workshop_co_StoreClinic02Counter	LocalLeader02	001D2468	Medic01	0004C926			0001FABD	c_Steel	3	0024A08A	WorkshopStoreClinic02Counter
0024A092	workshop_co_StoreClinic01Counter	LocalLeader02	001D2468	Medic01	0004C926			0001FAC2	c_Wood	5	0024A089	WorkshopStoreClinic01Counter
0024A092	workshop_co_StoreClinic01Counter	LocalLeader02	001D2468	Medic01	0004C926			0000000F	Caps001	600	0024A089	WorkshopStoreClinic01Counter
0024A092	workshop_co_StoreClinic01Counter	LocalLeader02	001D2468	Medic01	0004C926			0001FABD	c_Steel	3	0024A089	WorkshopStoreClinic01Counter
0024A091	workshop_co_StoreArmor03Counter	CapCollector02	000D75E2	LocalLeader02	001D2468			0001FAC2	c_Wood	5	0024A088	WorkshopStoreArmor03Counter
0024A091	workshop_co_StoreArmor03Counter	CapCollector02	000D75E2	LocalLeader02	001D2468			0000000F	Caps001	3000	0024A088	WorkshopStoreArmor03Counter
0024A091	workshop_co_StoreArmor03Counter	CapCollector02	000D75E2	LocalLeader02	001D2468			0001FABD	c_Steel	3	0024A088	WorkshopStoreArmor03Counter
0024A090	workshop_co_StoreArmor02Counter	LocalLeader02	001D2468					0001FAC2	c_Wood	5	0024A087	WorkshopStoreArmor02Counter
0024A090	workshop_co_StoreArmor02Counter	LocalLeader02	001D2468					0000000F	Caps001	1000	0024A087	WorkshopStoreArmor02Counter
0024A090	workshop_co_StoreArmor02Counter	LocalLeader02	001D2468					0001FABD	c_Steel	3	0024A087	WorkshopStoreArmor02Counter
0024A08F	workshop_co_StoreArmor01Counter	LocalLeader02	001D2468					0001FAC2	c_Wood	5	0024A086	WorkshopStoreArmor01Counter
0024A08F	workshop_co_StoreArmor01Counter	LocalLeader02	001D2468					0000000F	Caps001	500	0024A086	WorkshopStoreArmor01Counter
0024A08F	workshop_co_StoreArmor01Counter	LocalLeader02	001D2468					0001FABD	c_Steel	3	0024A086	WorkshopStoreArmor01Counter
00249FF3	HC_co_chem_RefreshingBeverage	Chemist01	000E36FF					00023736	Stimpak	1	00058AB8	RefreshingBeverage
00249FF3	HC_co_chem_RefreshingBeverage	Chemist01	000E36FF					00023742	RadAway	2	00058AB8	RefreshingBeverage
00249FF3	HC_co_chem_RefreshingBeverage	Chemist01	000E36FF					00052409	Bloodpack	1	00058AB8	RefreshingBeverage
00249FF3	HC_co_chem_RefreshingBeverage	Chemist01	000E36FF					000366C0	WaterPurified	2	00058AB8	RefreshingBeverage
00249FF3	HC_co_chem_RefreshingBeverage	Chemist01	000E36FF					0001FA96	c_Antiseptic	3	00058AB8	RefreshingBeverage
00249F94	HC_co_chem_Radaway	Chemist01	000E36FF					000366C0	WaterPurified	1	00023742	RadAway
00249F94	HC_co_chem_Radaway	Chemist01	000E36FF					001C0FC3	GlowingFungus	3	00023742	RadAway
00249F94	HC_co_chem_Radaway	Chemist01	000E36FF					0001FAB7	c_Plastic	1	00023742	RadAway
00249F94	HC_co_chem_Radaway	Chemist01	000E36FF					0001FA96	c_Antiseptic	2	00023742	RadAway
00249F93	HC_co_chem_Stimpak	Chemist01	000E36FF					00052409	Bloodpack	2	00023736	Stimpak
00249F93	HC_co_chem_Stimpak	Chemist01	000E36FF					0001FA96	c_Antiseptic	3	00023736	Stimpak
00249F93	HC_co_chem_Stimpak	Chemist01	000E36FF					0001FABD	c_Steel	1	00023736	Stimpak
00249F92	HC_co_chem_Herbal_Anodyne							001C4013	CarrotWild	2	00249F8E	HC_Herbal_Anodyne
00249F92	HC_co_chem_Herbal_Anodyne							0009F24B	Thistle	2	00249F8E	HC_Herbal_Anodyne
00249F92	HC_co_chem_Herbal_Anodyne							000366C0	WaterPurified	2	00249F8E	HC_Herbal_Anodyne
00249F92	HC_co_chem_Herbal_Anodyne							001C4010	MelonWild	1	00249F8E	HC_Herbal_Anodyne
00249F92	HC_co_chem_Herbal_Anodyne							001C400F	RazorgrainWild	1	00249F8E	HC_Herbal_Anodyne
00249F92	HC_co_chem_Herbal_Anodyne							001C0FC3	GlowingFungus	1	00249F8E	HC_Herbal_Anodyne
00249F91	HC_co_chem_Herbal_Stimulant							001C4010	MelonWild	2	00249F8D	HC_Herbal_Stimulant
00249F91	HC_co_chem_Herbal_Stimulant							001C4011	GourdWild	1	00249F8D	HC_Herbal_Stimulant
00249F91	HC_co_chem_Herbal_Stimulant							001C400F	RazorgrainWild	2	00249F8D	HC_Herbal_Stimulant
00249F91	HC_co_chem_Herbal_Stimulant							000366C0	WaterPurified	2	00249F8D	HC_Herbal_Stimulant
00249F91	HC_co_chem_Herbal_Stimulant							001C0FC3	GlowingFungus	1	00249F8D	HC_Herbal_Stimulant
00249F91	HC_co_chem_Herbal_Stimulant							001F24B6	MelonWildGS	1	00249F8D	HC_Herbal_Stimulant
00249F90	HC_co_chem_Herbal_Antimicrobial							000366C0	WaterPurified	2	00249F8F	HC_Herbal_Antimicrobial
00249F90	HC_co_chem_Herbal_Antimicrobial							001F24B6	MelonWildGS	2	00249F8F	HC_Herbal_Antimicrobial
00249F90	HC_co_chem_Herbal_Antimicrobial							001C0FC3	GlowingFungus	1	00249F8F	HC_Herbal_Antimicrobial
00249F90	HC_co_chem_Herbal_Antimicrobial							001C4013	CarrotWild	1	00249F8F	HC_Herbal_Antimicrobial
00249F90	HC_co_chem_Herbal_Antimicrobial							0009F24B	Thistle	1	00249F8F	HC_Herbal_Antimicrobial
00249F90	HC_co_chem_Herbal_Antimicrobial							001C4011	GourdWild	2	00249F8F	HC_Herbal_Antimicrobial
000008AD	HC_co_chem_Antibiotics	Chemist01	000E36FF					00023736	Stimpak	3	000008AB	HC_Antibiotics
000008AD	HC_co_chem_Antibiotics	Chemist01	000E36FF					000366C0	WaterPurified	2	000008AB	HC_Antibiotics
000008AD	HC_co_chem_Antibiotics	Chemist01	000E36FF					001C0FC3	GlowingFungus	3	000008AB	HC_Antibiotics
000008AD	HC_co_chem_Antibiotics	Chemist01	000E36FF					0001FA8C	c_Acid	2	000008AB	HC_Antibiotics
00249EF5	workshop_co_WorkshopRaiderTentsSkulls							0001FABD	c_Steel	3	00238D8A	Workshop_RaiderTent03
00249EF5	workshop_co_WorkshopRaiderTentsSkulls							001223C7	c_Cloth	4	00238D8A	Workshop_RaiderTent03
00249EF5	workshop_co_WorkshopRaiderTentsSkulls							000347E1	BonesSkull	3	00238D8A	Workshop_RaiderTent03
00249EEB	workshop_co_WorkshopRaiderPolesothernoskulls							0001FABD	c_Steel	4	00249EEA	workshopRecipe_RaiderPolesNoSkulls
00249EE7	workshop_co_WorkshopRaiderCageLarge							0001FABD	c_Steel	9	00249EE5	workshopRecipe_RaiderCageLarge
00249EE6	workshop_co_WorkshopRaiderCageMedium							0001FABD	c_Steel	6	00249EE4	workshopRecipe_RaiderCageMedium
00249EE3	workshop_co_WorkshopRaiderTents							0001FABD	c_Steel	3	00238D8B	workshopRecipe_RaiderTents
00249EE3	workshop_co_WorkshopRaiderTents							001223C7	c_Cloth	4	00238D8B	workshopRecipe_RaiderTents
00249EE2	workshop_co_WorkshopRaiderPolesother							0001FABD	c_Steel	4	00249EE1	workshopRecipe_RaiderPoles
00249EE2	workshop_co_WorkshopRaiderPolesother							000347E1	BonesSkull	2	00249EE1	workshopRecipe_RaiderPoles
00249EDF	workshop_co_WorkshopRaiderCageSmall							0001FABD	c_Steel	3	00249EE0	workshopRecipe_RaiderCageSmall
00249EDE	workshop_co_SuperMutant_Meatbags							0001FA98	c_Bone	2	00249EDD	workshopRecipe_SuperMutantMeatbags
00249EDE	workshop_co_SuperMutant_Meatbags							00052409	Bloodpack	1	00249EDD	workshopRecipe_SuperMutantMeatbags
00249EDE	workshop_co_SuperMutant_Meatbags							0001FABD	c_Steel	2	00249EDD	workshopRecipe_SuperMutantMeatbags
00249EDC	workshop_co_SuperMutantTotems							0001FABD	c_Steel	7	00249EDB	workshopRecipe_SuperMutantTotem
00249EDC	workshop_co_SuperMutantTotems							0001FA98	c_Bone	3	00249EDB	workshopRecipe_SuperMutantTotem
00249ED3	workshop_co_SuperMutant_Cart							0001FA98	c_Bone	2	000FB1B6	SuperMutant_Cart
00249ED3	workshop_co_SuperMutant_Cart							00052409	Bloodpack	1	000FB1B6	SuperMutant_Cart
00249ED3	workshop_co_SuperMutant_Cart							0001FABD	c_Steel	3	000FB1B6	SuperMutant_Cart
00249EBE	workshop_co_PictureFrames02							0001FAC2	c_Wood	3	00249EBA	workshopRecipe_PictureFrames02
00249EAA	workshop_co_SignsMetal02							0001FABD	c_Steel	4	00249EA9	workshopRecipe_SignsMetal02
00249EA6	workshop_co_UtilMetalDoor01							0001FABD	c_Steel	3	00249EA5	workshop_UtilMetalDoor01
00249EA4	workshop_co_SteamTMetalDoor01							0001FABD	c_Steel	3	00249EA3	workshop_SteamTMetalDoor01
00249EA2	workshop_co_BldWoodPDoorBroke01							0001FAC2	c_Wood	2	00249EA1	workshop_BldWoodPDoorBroke01
00249EA2	workshop_co_BldWoodPDoorBroke01							0001FABD	c_Steel	2	00249EA1	workshop_BldWoodPDoorBroke01
00249EA0	workshop_co_BldWoodPDoorBroke02							0001FAC2	c_Wood	2	00249E9F	workshop_BldWoodPDoorBroke02
00249EA0	workshop_co_BldWoodPDoorBroke02							0001FABD	c_Steel	2	00249E9F	workshop_BldWoodPDoorBroke02
00249E9E	workshop_co_IndMetalDoor01							0001FABD	c_Steel	3	00249E9D	workshop_IndMetalDoor01
00249E9C	workshop_co_BldWoodPDoor02							0001FAC2	c_Wood	3	00249E9A	workshop_BldWoodPDoor02
00249E9C	workshop_co_BldWoodPDoor02							0001FABD	c_Steel	3	00249E9A	workshop_BldWoodPDoor02
00249E9B	workshop_co_BldWoodPDoor01							0001FAC2	c_Wood	3	00249E99	workshop_BldWoodPDoor01
00249E9B	workshop_co_BldWoodPDoor01							0001FABD	c_Steel	3	00249E99	workshop_BldWoodPDoor01
00249E97	workshop_co_MetalMeshDoorSm01							0001FABD	c_Steel	3	00249E98	workshop_MetalMeshDoorSm01
00249984	workshop_co_RadioFreedom							0001FA9B	c_Circuitry	1	000C3CF9	RadioFreedomReceiverOff
00249984	workshop_co_RadioFreedom							0001FAB7	c_Plastic	2	000C3CF9	RadioFreedomReceiverOff
00249984	workshop_co_RadioFreedom							0001FA9C	c_Copper	1	000C3CF9	RadioFreedomReceiverOff
00249984	workshop_co_RadioFreedom							0001FAB9	c_Rubber	2	000C3CF9	RadioFreedomReceiverOff
00249983	workshop_co_RadioInstitute							0001FA9B	c_Circuitry	1	0014507B	RadioInstituteReceiverOff
00249983	workshop_co_RadioInstitute							0001FAB7	c_Plastic	2	0014507B	RadioInstituteReceiverOff
00249983	workshop_co_RadioInstitute							0001FA9C	c_Copper	1	0014507B	RadioInstituteReceiverOff
00249983	workshop_co_RadioInstitute							0001FAB9	c_Rubber	2	0014507B	RadioInstituteReceiverOff
002492D5	co_mod_RailwayRifle_Scope_ScopeShort_Recon	GunNut04	0016578E	Science01	000264D9			0003D294	c_Screws	3	002492BB	mod_RailwayRifle_Scope_ScopeShort_Recon
002492D5	co_mod_RailwayRifle_Scope_ScopeShort_Recon	GunNut04	0016578E	Science01	000264D9			0001FAB3	c_NuclearMaterial	7	002492BB	mod_RailwayRifle_Scope_ScopeShort_Recon
002492D5	co_mod_RailwayRifle_Scope_ScopeShort_Recon	GunNut04	0016578E	Science01	000264D9			0001FAA6	c_Gold	3	002492BB	mod_RailwayRifle_Scope_ScopeShort_Recon
002492D5	co_mod_RailwayRifle_Scope_ScopeShort_Recon	GunNut04	0016578E	Science01	000264D9			0001FAA0	c_FiberOptics	8	002492BB	mod_RailwayRifle_Scope_ScopeShort_Recon
002492D5	co_mod_RailwayRifle_Scope_ScopeShort_Recon	GunNut04	0016578E	Science01	000264D9			0001FA9F	c_Crystal	8	002492BB	mod_RailwayRifle_Scope_ScopeShort_Recon
002492D5	co_mod_RailwayRifle_Scope_ScopeShort_Recon	GunNut04	0016578E	Science01	000264D9			0001FA9B	c_Circuitry	6	002492BB	mod_RailwayRifle_Scope_ScopeShort_Recon
002492D5	co_mod_RailwayRifle_Scope_ScopeShort_Recon	GunNut04	0016578E	Science01	000264D9			0001FA91	c_Aluminum	6	002492BB	mod_RailwayRifle_Scope_ScopeShort_Recon
002492D5	co_mod_RailwayRifle_Scope_ScopeShort_Recon	GunNut04	0016578E	Science01	000264D9			0001FAA5	c_Adhesive	6	002492BB	mod_RailwayRifle_Scope_ScopeShort_Recon
002492D4	co_mod_PlasmaGun_Scope_ScopeShort_Recon	Science04	0016578F					0003D294	c_Screws	5	002492BA	mod_PlasmaGun_Scope_ScopeShort_Recon
002492D4	co_mod_PlasmaGun_Scope_ScopeShort_Recon	Science04	0016578F					0001FAB3	c_NuclearMaterial	7	002492BA	mod_PlasmaGun_Scope_ScopeShort_Recon
002492D4	co_mod_PlasmaGun_Scope_ScopeShort_Recon	Science04	0016578F					0001FAA0	c_FiberOptics	2	002492BA	mod_PlasmaGun_Scope_ScopeShort_Recon
002492D4	co_mod_PlasmaGun_Scope_ScopeShort_Recon	Science04	0016578F					0001FA9F	c_Crystal	6	002492BA	mod_PlasmaGun_Scope_ScopeShort_Recon
002492D4	co_mod_PlasmaGun_Scope_ScopeShort_Recon	Science04	0016578F					0001FA9B	c_Circuitry	4	002492BA	mod_PlasmaGun_Scope_ScopeShort_Recon
002492D4	co_mod_PlasmaGun_Scope_ScopeShort_Recon	Science04	0016578F					0001FA91	c_Aluminum	9	002492BA	mod_PlasmaGun_Scope_ScopeShort_Recon
002492D4	co_mod_PlasmaGun_Scope_ScopeShort_Recon	Science04	0016578F					0001FAA5	c_Adhesive	6	002492BA	mod_PlasmaGun_Scope_ScopeShort_Recon
002492D3	co_mod_PipeSyringer_Scope_ScopeShort_Recon	GunNut02	0004A0DB	Science01	000264D9			0003D294	c_Screws	2	002492B9	mod_PipeSyringer_Scope_ScopeShort_Recon
002492D3	co_mod_PipeSyringer_Scope_ScopeShort_Recon	GunNut02	0004A0DB	Science01	000264D9			0001FAB3	c_NuclearMaterial	4	002492B9	mod_PipeSyringer_Scope_ScopeShort_Recon
002492D3	co_mod_PipeSyringer_Scope_ScopeShort_Recon	GunNut02	0004A0DB	Science01	000264D9			0001FAA0	c_FiberOptics	2	002492B9	mod_PipeSyringer_Scope_ScopeShort_Recon
002492D3	co_mod_PipeSyringer_Scope_ScopeShort_Recon	GunNut02	0004A0DB	Science01	000264D9			0001FA9F	c_Crystal	6	002492B9	mod_PipeSyringer_Scope_ScopeShort_Recon
002492D3	co_mod_PipeSyringer_Scope_ScopeShort_Recon	GunNut02	0004A0DB	Science01	000264D9			0001FA9B	c_Circuitry	2	002492B9	mod_PipeSyringer_Scope_ScopeShort_Recon
002492D3	co_mod_PipeSyringer_Scope_ScopeShort_Recon	GunNut02	0004A0DB	Science01	000264D9			0001FAA5	c_Adhesive	3	002492B9	mod_PipeSyringer_Scope_ScopeShort_Recon
002492D2	co_mod_PipeRevolver_Scope_ScopeShort_Recon	GunNut03	0004A0DC	Science01	000264D9			0003D294	c_Screws	4	002492B8	mod_PipeRevolver_Scope_ScopeShort_Recon
002492D2	co_mod_PipeRevolver_Scope_ScopeShort_Recon	GunNut03	0004A0DC	Science01	000264D9			0001FAB3	c_NuclearMaterial	4	002492B8	mod_PipeRevolver_Scope_ScopeShort_Recon
002492D2	co_mod_PipeRevolver_Scope_ScopeShort_Recon	GunNut03	0004A0DC	Science01	000264D9			0001FAA0	c_FiberOptics	3	002492B8	mod_PipeRevolver_Scope_ScopeShort_Recon
002492D2	co_mod_PipeRevolver_Scope_ScopeShort_Recon	GunNut03	0004A0DC	Science01	000264D9			0001FA9F	c_Crystal	5	002492B8	mod_PipeRevolver_Scope_ScopeShort_Recon
002492D2	co_mod_PipeRevolver_Scope_ScopeShort_Recon	GunNut03	0004A0DC	Science01	000264D9			0001FA9B	c_Circuitry	3	002492B8	mod_PipeRevolver_Scope_ScopeShort_Recon
002492D2	co_mod_PipeRevolver_Scope_ScopeShort_Recon	GunNut03	0004A0DC	Science01	000264D9			0001FAA5	c_Adhesive	6	002492B8	mod_PipeRevolver_Scope_ScopeShort_Recon
002492D1	co_mod_PipeGun_Scope_ScopeShort_Recon	GunNut02	0004A0DB	Science01	000264D9			0001FABB	c_Silver	5	002492B7	mod_PipeGun_Scope_ScopeShort_Recon
002492D1	co_mod_PipeGun_Scope_ScopeShort_Recon	GunNut02	0004A0DB	Science01	000264D9			0003D294	c_Screws	4	002492B7	mod_PipeGun_Scope_ScopeShort_Recon
