Form ID	Editor ID	Leaf Amplitude	Leaf Frequency	Trunk Flexibility	Branch Flexibility	Leaf Flexibility	Trunk Amplitude	Front Amplitude	Back Amplitude	Side Amplitude	Front Frequency	Back Frequency	Side Frequency
FormID: 00249EB1	workshop_SignClutterK08	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00249EB0	workshop_SignClutterK07	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00249EAF	workshop_SignClutterK06	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00249EAE	workshop_SignClutterM02	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00249EAD	workshop_SignClutterM01	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00249EAC	workshop_SignClutterL02	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00249EAB	workshop_SignGenLiqours02	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00249EA8	workshop_SignBiohazard02	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00249EA7	workshop_SignBiohazard01	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00249DE0	MetalIntCeilingA1x1MidFlrOnly01_LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00249D45	NukaColaMachine_LoadScreenOnly	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00249C04	SWParkStr02_HasLOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00249C03	SWParkStr01_HasLOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00249C02	SWParkCurve04_HasLOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00249C01	SWParkCurve03_HasLOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00249C00	SWParkCurve02_HasLOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00249BFF	SWParkCurve01_HasLOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00249BFE	SWFullParkStr02_HasLOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00249BFD	SWFullParkStr01_HasLOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00249BFC	SWFullParkIntCurve02_HasLOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00249BFB	SWFullParkIntCurve01_HasLOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00249BFA	SWFullParkInt3way01_HasLOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00249BF9	SWFullParkCurve01_HasLOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00249BF8	SWFullParkCor01_HasLOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00249A87	IndFrame512x256EmptyShapeEdge02_NoLOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00249A86	IndFrame512x256EmptyShapeEdge01_NoLOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00249A85	Ticonderoga_Bld01LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00249945	LS_WastelandSurvivalGuide	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00249942	LS_USCovertOps	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 0024993F	LS_TumblersToday	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 0024993C	LS_TotalHack	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00249939	LS_TheUnstoppables	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00249936	LS_TeslaScience	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00249933	LS_TalesOfJunktown	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00249930	LS_TabooTattoos	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 0024992D	LS_RobcoFun	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 0024992A	LS_PicketFences	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00249927	LS_MassSurgicalJournal	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00249924	LS_LiveAndLove	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00249921	LS_LeCoiffe	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 0024991E	LS_HotRodder	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 0024991B	LS_GunsAndBullets	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00249918	LS_GrognakNov	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00249915	LS_AstoundinglyAwesomeTales	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00249730	LS_Grognak03	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 0024972F	LS_Sedan01_Prewar	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00249674	CITAddMetalWall01_LOD_0	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00249673	CITAddMetalWall02_LOD_0	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00249672	CITAddMetalWallDoor01_LOD_0	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 0024947F	HouseKRoofEnd02Stairs01	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 002491BF	NukaColaMachine_Broken01NO	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 002491BE	Empty_NukaColaMachineBroken01NO	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 002491BD	SynthGen2Partial	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 002491BC	SynthGen2Armored	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 002491BB	SynthCourser	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 0024902C	DiamondStandsMayor01	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00248DAE	Speaker01Clean	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00248DAB	Speaker01	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00248AA0	HitExtABaseCornerA01_LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00248A9F	HitExtABaseHalf01_LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00248A9E	HitExtABaseCornerB01_LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00248A9D	HitExtABaseLong01_LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 002488C8	CreatureLibertyPrime01	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 002488C6	CreatureDeathclawRunForward	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 002487F1	SubGate01DUPLICATE000	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00248772	LSWorkshopWaterPump01	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00248771	LSWorkshopGeneratorLarge01	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 0024876D	LSMinutemenArtillery01	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00248727	LS_CityDiamondCity01	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00248725	LS_MainQuest03	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00248723	LS_LoreCommonwealth05	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00248721	LS_FactionBoS09	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 0024871F	LS_FactionBoS08	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 0024871E	LS_Armor07Combat	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 0024871D	LS_Armor06Metal	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 0024871B	LS_Combat06	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00248719	LS_CreatureGunner	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00248718	LS_CreatureRaider	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00248717	LS_Workshop03	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00248715	LS_CreatureTurret	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00248714	LS_CreatureStingwing	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00248713	LS_CreatureMutantHound	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00248712	LS_CreatureBloodbug	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00248711	LS_Armor05Leather	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00248710	LS_Armor04Underarmor	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 002486E8	InstituteWaterfallBlocker	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 002485E3	Sedan_Postwar_Cheap01_GREYGARDEN	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 002485DE	LSPipboy02	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00248586	HitExtAStainsWall15A_2x2_02NOLOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00248585	HitExtAStainsWall15A_2x2_01_NOLOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 002484A1	CITWallDummyLOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00248408	SynthGen2	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00248405	CityDiamondCity0301	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00248404	FactionBoS0401	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 002483F4	LSPowerFist	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 002483F1	LSBaseballBatBloodySawblades	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 002482CC	V111DuctPipeCap01	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 002482C6	V111DuctTube01	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 0024826D	HWSTextGeneric04	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 0024826C	HWSTextGeneric03	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 0024826B	HWSTextGeneric02	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00248268	HWSTextGeneric01	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00248266	HWSText058	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00248264	HWSText057	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00248262	HWSText056	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00248260	HWSText055	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 0024825E	HWSText053	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 0024825C	HWSText054	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 0024825A	HWSText052	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00248258	HWSText051	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00248256	HWSText050	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00248254	HWSText049	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00248252	HWSText048	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00248250	HWSText047	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 0024824E	HWSText046	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 0024824B	HWSText045	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00248247	HWSText044	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00248244	HWSText043	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00248240	HWSText042	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 0024823E	HWSText041	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 0024823C	HWSText039	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 0024823A	HWSText038	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00248238	HWSText037	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00248236	HWSText036	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00248234	HWSText035	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00248232	HWSText033	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00248230	HWSText032	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 0024822E	HWSText031	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 0024822C	HWSText030	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 0024822A	HWSText029	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00248228	HWSText028	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00248226	HWSText027	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00248224	HWSText026	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00248222	HWSText025	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00248220	HWSText024	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 0024821E	HWSText023	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00248217	HWSText011	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00248215	HWSText008	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00248213	HWSText022	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00248211	HWSText021	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 0024820F	HWSText013	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 0024820D	HWSText012	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 0024820B	HWSText010	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00248209	HWSText009	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 0024801E	DN133_MapMarkerIvans	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00247F6F	LSAssaultRifle	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00247F61	workshop_ShackMetalPrefabDoorway01	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00247F60	ShackMetalPrefabDoorway01	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00247E8A	PlayerHouse_BathroomSink01_NoCol	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00247E84	CreatureDogMeatDown	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00247A89	VltLGHallOpen01_PipesCeiling	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00247A88	VltLGHallDoor01_PipesCeiling	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00247A87	VltLGHallDoor02flip_PipesCeiling	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 002479ED	VltLGHallT01_PipesCeiling	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 002479EC	VltLGHallHalf01_PipesCeiling	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 002479EB	VltLGHallDeadEnd02_PipesCeiling	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 002479EA	VltLGHallDeadEnd01_PipesCeiling	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 002479E9	VltLGHallCross01_PipesCeiling	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 002479E8	VltLGHallCorIn01_PipesCeiling	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 002479E7	VltLGHall01_PipesCeiling	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00247998	LS_VertibirdLanding	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00247997	LS_VertibirdFlying	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00247986	LSMemoryLounger02	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00247927	AnchorStatic	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 0024791E	OldNorthChurchWindows	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 0024755E	workshop_ShackMetalPrefabCornerSm01	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 0024755D	ShackMetalPrefabCornerSm01	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00246B0A	LS_MetalHelmetPiece	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00246B09	LS_MetalTorsoPiece	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00246981	GO_Torso_Static	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00246980	GO_Helmet_Static	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00246871	RWStoneAAngle30out02	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00246276	VltOverseerBlueprint114	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00246275	VltOverseerBlueprint95	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00246273	VltOverseerBlueprint81	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00246271	VltOverseerBlueprint75	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 0024620E	Airplane_Debris_02_LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 0024620D	IBeam01_LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 0024620C	RaiderCampMetalScrapSM01_LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 0024620B	RaiderCampMetalScrapMED01_LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 0024620A	RaiderCampMetalScrapLG01_LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 0024612F	DebrisPileLargeBrick06noAlpha	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 0024612E	DebrisPileLargeBrick05noAlpha	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 0024612D	DebrisPileLargeBrick04noAlpha	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 0024612C	DebrisPileLargeBrick03noAlpha	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 0024612B	DebrisPileLargeBrick02noAlpha	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 0024612A	DebrisPileLargeBrick01noAlpha	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00245D3B	HWSText007	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00245D39	HWSText006	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00245D37	HWSText005	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 00245D32	HWSText004	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
